species	taxon_id	element_type	corresponding_file
Lb_coryniformis_DSM_20001_C	1610	:CHRSM	Lb_coryniformis_DSM_20001_C
Lb_coryniformis_DSM_20001_S	1610	:CHRSM	Lb_coryniformis_DSM_20001_S
Lb_coryniformis_DSM_20004_C	1610	:CHRSM	Lb_coryniformis_DSM_20004_C
Lb_coryniformis_DSM_20004_S	1610	:CHRSM	Lb_coryniformis_DSM_20004_S
Lb_coryniformis_KCTC_3167_S	1610	:CHRSM	Lb_coryniformis_KCTC_3167_S
Lb_crispatus_125-2-CHN_S	47770	:CHRSM	Lb_crispatus_125-2-CHN_S
Lb_crispatus_1D_C	47770	:CHRSM	Lb_crispatus_1D_C
Lb_crispatus_AB70_C	47770	:CHRSM	Lb_crispatus_AB70_C
Lb_crispatus_ATCC_33820_S	47770	:CHRSM	Lb_crispatus_ATCC_33820_S
Lb_crispatus_B4_C	47770	:CHRSM	Lb_crispatus_B4_C
Lb_crispatus_C037_S	47770	:CHRSM	Lb_crispatus_C037_S
Lb_crispatus_C25_C	47770	:CHRSM	Lb_crispatus_C25_C
Lb_crispatus_CG-12_S	47770	:CHRSM	Lb_crispatus_CG-12_S
Lb_crispatus_CNRZ1924_P	47770	:CHRSM	Lb_crispatus_CNRZ1924_P
Lb_crispatus_CNRZ1925_P	47770	:CHRSM	Lb_crispatus_CNRZ1925_P
Lb_crispatus_CNRZ1926_P	47770	:CHRSM	Lb_crispatus_CNRZ1926_P
Lb_crispatus_CNRZ1927_P	47770	:CHRSM	Lb_crispatus_CNRZ1927_P
Lb_crispatus_CNRZ1993_P	47770	:CHRSM	Lb_crispatus_CNRZ1993_P
Lb_crispatus_CO3MRSI1_C	47770	:CHRSM	Lb_crispatus_CO3MRSI1_C
Lb_crispatus_CTV-05_S	47770	:CHRSM	Lb_crispatus_CTV-05_S
Lb_crispatus_DC21-1_C	47770	:CHRSM	Lb_crispatus_DC21-1_C
Lb_crispatus_DISK12_S	47770	:CHRSM	Lb_crispatus_DISK12_S
Lb_crispatus_DSM_20584_S	47770	:CHRSM	Lb_crispatus_DSM_20584_S
Lb_crispatus_DSM_29598_S	47770	:CHRSM	Lb_crispatus_DSM_29598_S
Lb_crispatus_FB049-03_S	47770	:CHRSM	Lb_crispatus_FB049-03_S
Lb_crispatus_FB077-07_S	47770	:CHRSM	Lb_crispatus_FB077-07_S
Lb_crispatus_FDAARGOS_743_C	47770	:CHRSM	Lb_crispatus_FDAARGOS_743_C
Lb_crispatus_JV-V01_S	47770	:CHRSM	Lb_crispatus_JV-V01_S
Lb_crispatus_MV-1A-US_S	47770	:CHRSM	Lb_crispatus_MV-1A-US_S
Lb_crispatus_MV-3A-US_S	47770	:CHRSM	Lb_crispatus_MV-3A-US_S
Lb_crispatus_NCK1351_S	47770	:CHRSM	Lb_crispatus_NCK1351_S
Lb_crispatus_PSS7772C_S	47770	:CHRSM	Lb_crispatus_PSS7772C_S
Lb_crispatus_RL02_S	47770	:CHRSM	Lb_crispatus_RL02_S
Lb_crispatus_RL05_S	47770	:CHRSM	Lb_crispatus_RL05_S
Lb_crispatus_RL09_S	47770	:CHRSM	Lb_crispatus_RL09_S
Lb_crispatus_RL10_S	47770	:CHRSM	Lb_crispatus_RL10_S
Lb_crispatus_RL11_S	47770	:CHRSM	Lb_crispatus_RL11_S
Lb_crispatus_RL14_S	47770	:CHRSM	Lb_crispatus_RL14_S
Lb_crispatus_RL15_S	47770	:CHRSM	Lb_crispatus_RL15_S
Lb_crispatus_RL19_S	47770	:CHRSM	Lb_crispatus_RL19_S
Lb_crispatus_RL20_S	47770	:CHRSM	Lb_crispatus_RL20_S
Lb_crispatus_RL21_S	47770	:CHRSM	Lb_crispatus_RL21_S
Lb_crispatus_RL24_S	47770	:CHRSM	Lb_crispatus_RL24_S
Lb_crispatus_RL25_S	47770	:CHRSM	Lb_crispatus_RL25_S
Lb_crispatus_RL26_S	47770	:CHRSM	Lb_crispatus_RL26_S
Lb_crispatus_RL27_S	47770	:CHRSM	Lb_crispatus_RL27_S
Lb_crispatus_RL28_S	47770	:CHRSM	Lb_crispatus_RL28_S
Lb_crispatus_SJ-3C-US_S	47770	:CHRSM	Lb_crispatus_SJ-3C-US_S
Lb_crispatus_UMB0040_S	47770	:CHRSM	Lb_crispatus_UMB0040_S
Lb_crispatus_UMB0044_S	47770	:CHRSM	Lb_crispatus_UMB0044_S
Lb_crispatus_UMB0054_S	47770	:CHRSM	Lb_crispatus_UMB0054_S
Lb_crispatus_UMB0085_S	47770	:CHRSM	Lb_crispatus_UMB0085_S
Lb_crispatus_UMB0803_S	47770	:CHRSM	Lb_crispatus_UMB0803_S
Lb_crispatus_UMB1398_S	47770	:CHRSM	Lb_crispatus_UMB1398_S
Lb_crispatus_UMNLC11_S	47770	:CHRSM	Lb_crispatus_UMNLC11_S
Lb_crispatus_UMNLC12_S	47770	:CHRSM	Lb_crispatus_UMNLC12_S
Lb_crispatus_UMNLC13_S	47770	:CHRSM	Lb_crispatus_UMNLC13_S
Lb_crispatus_UMNLC14_S	47770	:CHRSM	Lb_crispatus_UMNLC14_S
Lb_crispatus_UMNLC15_S	47770	:CHRSM	Lb_crispatus_UMNLC15_S
Lb_crispatus_UMNLC16_S	47770	:CHRSM	Lb_crispatus_UMNLC16_S
Lb_crispatus_UMNLC18_S	47770	:CHRSM	Lb_crispatus_UMNLC18_S
Lb_crispatus_UMNLC19_S	47770	:CHRSM	Lb_crispatus_UMNLC19_S
Lb_crispatus_UMNLC1_S	47770	:CHRSM	Lb_crispatus_UMNLC1_S
Lb_crispatus_UMNLC20_S	47770	:CHRSM	Lb_crispatus_UMNLC20_S
Lb_crispatus_UMNLC21_S	47770	:CHRSM	Lb_crispatus_UMNLC21_S
Lb_crispatus_UMNLC22_S	47770	:CHRSM	Lb_crispatus_UMNLC22_S
Lb_crispatus_UMNLC23_S	47770	:CHRSM	Lb_crispatus_UMNLC23_S
Lb_crispatus_UMNLC24_S	47770	:CHRSM	Lb_crispatus_UMNLC24_S
Lb_crispatus_UMNLC25_S	47770	:CHRSM	Lb_crispatus_UMNLC25_S
Lb_crispatus_UMNLC3_S	47770	:CHRSM	Lb_crispatus_UMNLC3_S
Lb_crispatus_UMNLC6_S	47770	:CHRSM	Lb_crispatus_UMNLC6_S
Lb_crispatus_UMNLC8_S	47770	:CHRSM	Lb_crispatus_UMNLC8_S
Lb_crispatus_VMC1_S	47770	:CHRSM	Lb_crispatus_VMC1_S
Lb_crispatus_VMC2_S	47770	:CHRSM	Lb_crispatus_VMC2_S
Lb_crispatus_VMC5_S	47770	:CHRSM	Lb_crispatus_VMC5_S
Lb_curvatus_CBA3617_C	28038	:CHRSM	Lb_curvatus_CBA3617_C
Lb_curvatus_CNRZ1335_P	28038	:CHRSM	Lb_curvatus_CNRZ1335_P
Lb_curvatus_CNRZ1336_P	28038	:CHRSM	Lb_curvatus_CNRZ1336_P
Lb_curvatus_CNRZ1883_P	28038	:CHRSM	Lb_curvatus_CNRZ1883_P
Lb_curvatus_DSM_20019_C	28038	:CHRSM	Lb_curvatus_DSM_20019_C
Lb_curvatus_DSM_20019_S	28038	:CHRSM	Lb_curvatus_DSM_20019_S
Lb_curvatus_FBA2_C	28038	:CHRSM	Lb_curvatus_FBA2_C
Lb_curvatus_IRG2_C	28038	:CHRSM	Lb_curvatus_IRG2_C
Lb_curvatus_KG6_C	28038	:CHRSM	Lb_curvatus_KG6_C
Lb_curvatus_MGYG-HGUT-00020_S	28038	:CHRSM	Lb_curvatus_MGYG-HGUT-00020_S
Lb_curvatus_MRS6_C	28038	:CHRSM	Lb_curvatus_MRS6_C
Lb_curvatus_RI-193_S	28038	:CHRSM	Lb_curvatus_RI-193_S
Lb_curvatus_RI-198_S	28038	:CHRSM	Lb_curvatus_RI-198_S
Lb_curvatus_SRCM103465_C	28038	:CHRSM	Lb_curvatus_SRCM103465_C
Lb_curvatus_TMW_1-1928_C	28038	:CHRSM	Lb_curvatus_TMW_1-1928_C
Lb_curvatus_VRA_2sq_f_S	28038	:CHRSM	Lb_curvatus_VRA_2sq_f_S
Lb_curvatus_VRA_2sq_n_S	28038	:CHRSM	Lb_curvatus_VRA_2sq_n_S
Lb_curvatus_WiKim38_C	28038	:CHRSM	Lb_curvatus_WiKim38_C
Lb_curvatus_WiKim52_C	28038	:CHRSM	Lb_curvatus_WiKim52_C
Lb_curvatus_ZJUNIT8_C	28038	:CHRSM	Lb_curvatus_ZJUNIT8_C
Lb_delbrueckii_2038_C	1584	:CHRSM	Lb_delbrueckii_2038_C
Lb_delbrueckii_ATCC_11842_C	1584	:CHRSM	Lb_delbrueckii_ATCC_11842_C
Lb_delbrueckii_CBC-LB69_S	1584	:CHRSM	Lb_delbrueckii_CBC-LB69_S
Lb_delbrueckii_CBC-LB8_S	1584	:CHRSM	Lb_delbrueckii_CBC-LB8_S
Lb_delbrueckii_CIP57-8_P	1584	:CHRSM	Lb_delbrueckii_CIP57-8_P
Lb_delbrueckii_CNRZ1059_P	1584	:CHRSM	Lb_delbrueckii_CNRZ1059_P
Lb_delbrueckii_CNRZ1144_P	1584	:CHRSM	Lb_delbrueckii_CNRZ1144_P
Lb_delbrueckii_CNRZ1158_P	1584	:CHRSM	Lb_delbrueckii_CNRZ1158_P
Lb_delbrueckii_CNRZ1182_P	1584	:CHRSM	Lb_delbrueckii_CNRZ1182_P
Lb_delbrueckii_CNRZ1184_P	1584	:CHRSM	Lb_delbrueckii_CNRZ1184_P
Lb_delbrueckii_CNRZ1187_P	1584	:CHRSM	Lb_delbrueckii_CNRZ1187_P
Lb_delbrueckii_CNRZ1190_P	1584	:CHRSM	Lb_delbrueckii_CNRZ1190_P
Lb_delbrueckii_CNRZ1196_P	1584	:CHRSM	Lb_delbrueckii_CNRZ1196_P
Lb_delbrueckii_CNRZ1320_P	1584	:CHRSM	Lb_delbrueckii_CNRZ1320_P
Lb_delbrueckii_CNRZ1445_P	1584	:CHRSM	Lb_delbrueckii_CNRZ1445_P
Lb_delbrueckii_CNRZ1493_P	1584	:CHRSM	Lb_delbrueckii_CNRZ1493_P
Lb_delbrueckii_CNRZ1825_P	1584	:CHRSM	Lb_delbrueckii_CNRZ1825_P
Lb_delbrueckii_CNRZ1829_P	1584	:CHRSM	Lb_delbrueckii_CNRZ1829_P
Lb_delbrueckii_CNRZ207_P	1584	:CHRSM	Lb_delbrueckii_CNRZ207_P
Lb_delbrueckii_CNRZ2081_P	1584	:CHRSM	Lb_delbrueckii_CNRZ2081_P
Lb_delbrueckii_CNRZ2203_P	1584	:CHRSM	Lb_delbrueckii_CNRZ2203_P
Lb_delbrueckii_CNRZ2226_P	1584	:CHRSM	Lb_delbrueckii_CNRZ2226_P
Lb_delbrueckii_CNRZ225_P	1584	:CHRSM	Lb_delbrueckii_CNRZ225_P
Lb_delbrueckii_CNRZ231_P	1584	:CHRSM	Lb_delbrueckii_CNRZ231_P
Lb_delbrueckii_CNRZ238_P	1584	:CHRSM	Lb_delbrueckii_CNRZ238_P
Lb_delbrueckii_CNRZ326_P	1584	:CHRSM	Lb_delbrueckii_CNRZ326_P
Lb_delbrueckii_CNRZ333_P	1584	:CHRSM	Lb_delbrueckii_CNRZ333_P
Lb_delbrueckii_CNRZ334_P	1584	:CHRSM	Lb_delbrueckii_CNRZ334_P
Lb_delbrueckii_CNRZ335_P	1584	:CHRSM	Lb_delbrueckii_CNRZ335_P
Lb_delbrueckii_CNRZ369_P	1584	:CHRSM	Lb_delbrueckii_CNRZ369_P
Lb_delbrueckii_CNRZ393_P	1584	:CHRSM	Lb_delbrueckii_CNRZ393_P
Lb_delbrueckii_CNRZ398_P	1584	:CHRSM	Lb_delbrueckii_CNRZ398_P
Lb_delbrueckii_CNRZ415_P	1584	:CHRSM	Lb_delbrueckii_CNRZ415_P
Lb_delbrueckii_CNRZ416_P	1584	:CHRSM	Lb_delbrueckii_CNRZ416_P
Lb_delbrueckii_CNRZ449_P	1584	:CHRSM	Lb_delbrueckii_CNRZ449_P
Lb_delbrueckii_CNRZ494_P	1584	:CHRSM	Lb_delbrueckii_CNRZ494_P
Lb_delbrueckii_CNRZ495_P	1584	:CHRSM	Lb_delbrueckii_CNRZ495_P
Lb_delbrueckii_CNRZ706_P	1584	:CHRSM	Lb_delbrueckii_CNRZ706_P
Lb_delbrueckii_CNRZ752_P	1584	:CHRSM	Lb_delbrueckii_CNRZ752_P
Lb_delbrueckii_CNRZ817_P	1584	:CHRSM	Lb_delbrueckii_CNRZ817_P
Lb_delbrueckii_CNRZ9_P	1584	:CHRSM	Lb_delbrueckii_CNRZ9_P
Lb_delbrueckii_CRL581_S	1584	:CHRSM	Lb_delbrueckii_CRL581_S
Lb_delbrueckii_DSM_20072_C	1584	:CHRSM	Lb_delbrueckii_DSM_20072_C
Lb_delbrueckii_DSM_20072_S	1584	:CHRSM	Lb_delbrueckii_DSM_20072_S
Lb_delbrueckii_DSM_20074_S	1584	:CHRSM	Lb_delbrueckii_DSM_20074_S
Lb_delbrueckii_DSM_20080_C	1584	:CHRSM	Lb_delbrueckii_DSM_20080_C
Lb_delbrueckii_DSM_26046_S	1584	:CHRSM	Lb_delbrueckii_DSM_26046_S
Lb_delbrueckii_FAM_21784_S	1584	:CHRSM	Lb_delbrueckii_FAM_21784_S
Lb_delbrueckii_JCM_15610_C	1584	:CHRSM	Lb_delbrueckii_JCM_15610_C
Lb_delbrueckii_JCM_17838_C	1584	:CHRSM	Lb_delbrueckii_JCM_17838_C
Lb_delbrueckii_KCCM_34717_C	1584	:CHRSM	Lb_delbrueckii_KCCM_34717_C
Lb_delbrueckii_KCTC_13731_C	1584	:CHRSM	Lb_delbrueckii_KCTC_13731_C
Lb_delbrueckii_KCTC_3035_C	1584	:CHRSM	Lb_delbrueckii_KCTC_3035_C
Lb_delbrueckii_KLDS1-0207_C	1584	:CHRSM	Lb_delbrueckii_KLDS1-0207_C
Lb_delbrueckii_KW14_3_S	1584	:CHRSM	Lb_delbrueckii_KW14_3_S
Lb_delbrueckii_L99_C	1584	:CHRSM	Lb_delbrueckii_L99_C
Lb_delbrueckii_LJJ_C	1584	:CHRSM	Lb_delbrueckii_LJJ_C
Lb_delbrueckii_Lb1-GS-1_S	1584	:CHRSM	Lb_delbrueckii_Lb1-GS-1_S
Lb_delbrueckii_Lactobacillus_bulgaricus_ACA-DC_87_C	1584	:CHRSM	Lb_delbrueckii_Lactobacillus_bulgaricus_ACA-DC_87_C
Lb_delbrueckii_MBT_92059_S	1584	:CHRSM	Lb_delbrueckii_MBT_92059_S
Lb_delbrueckii_MGYG-HGUT-01369_S	1584	:CHRSM	Lb_delbrueckii_MGYG-HGUT-01369_S
Lb_delbrueckii_NBRC_3202_C	1584	:CHRSM	Lb_delbrueckii_NBRC_3202_C
Lb_delbrueckii_ND04_C	1584	:CHRSM	Lb_delbrueckii_ND04_C
Lb_delbrueckii_P3MRA_C	1584	:CHRSM	Lb_delbrueckii_P3MRA_C
Lb_delbrueckii_TS1-06_C	1584	:CHRSM	Lb_delbrueckii_TS1-06_C
Lb_delbrueckii_TUA4408L_C	1584	:CHRSM	Lb_delbrueckii_TUA4408L_C
Lb_delbrueckii_UBLB01_S	1584	:CHRSM	Lb_delbrueckii_UBLB01_S
Lb_delbrueckii_YNF-5_S	1584	:CHRSM	Lb_delbrueckii_YNF-5_S
Lb_diolivorans_DSM_14421_S	179838	:CHRSM	Lb_diolivorans_DSM_14421_S
Lb_fermentum_28-3-CHN_S	1613	:CHRSM	Lb_fermentum_28-3-CHN_S
Lb_fermentum_3872_C	1613	:CHRSM	Lb_fermentum_3872_C
Lb_fermentum_ATCC_14931_S	1613	:CHRSM	Lb_fermentum_ATCC_14931_S
Lb_fermentum_AVOINE11_P	1613	:CHRSM	Lb_fermentum_AVOINE11_P
Lb_fermentum_CECT_5716_S	1613	:CHRSM	Lb_fermentum_CECT_5716_S
Lb_fermentum_CNRZ1373_P	1613	:CHRSM	Lb_fermentum_CNRZ1373_P
Lb_fermentum_CNRZ1609_P	1613	:CHRSM	Lb_fermentum_CNRZ1609_P
Lb_fermentum_CNRZ1622_P	1613	:CHRSM	Lb_fermentum_CNRZ1622_P
Lb_fermentum_CNRZ1623_P	1613	:CHRSM	Lb_fermentum_CNRZ1623_P
Lb_fermentum_CNRZ1626_P	1613	:CHRSM	Lb_fermentum_CNRZ1626_P
Lb_fermentum_CNRZ1627_P	1613	:CHRSM	Lb_fermentum_CNRZ1627_P
Lb_fermentum_CNRZ1635_P	1613	:CHRSM	Lb_fermentum_CNRZ1635_P
Lb_fermentum_CNRZ1638_P	1613	:CHRSM	Lb_fermentum_CNRZ1638_P
Lb_fermentum_CNRZ1653_P	1613	:CHRSM	Lb_fermentum_CNRZ1653_P
Lb_fermentum_CNRZ1656_P	1613	:CHRSM	Lb_fermentum_CNRZ1656_P
Lb_fermentum_CNRZ17_P	1613	:CHRSM	Lb_fermentum_CNRZ17_P
Lb_fermentum_CNRZ1982_P	1613	:CHRSM	Lb_fermentum_CNRZ1982_P
Lb_fermentum_CNRZ206_P	1613	:CHRSM	Lb_fermentum_CNRZ206_P
Lb_fermentum_CNRZ213_P	1613	:CHRSM	Lb_fermentum_CNRZ213_P
Lb_fermentum_CNRZ233_P	1613	:CHRSM	Lb_fermentum_CNRZ233_P
Lb_fermentum_CNRZ64_P	1613	:CHRSM	Lb_fermentum_CNRZ64_P
Lb_fermentum_F-6_C	1613	:CHRSM	Lb_fermentum_F-6_C
Lb_fermentum_FTDC8312_S	1613	:CHRSM	Lb_fermentum_FTDC8312_S
Lb_fermentum_IFO_3956_C	1613	:CHRSM	Lb_fermentum_IFO_3956_C
Lb_fermentum_NB-22_S	1613	:CHRSM	Lb_fermentum_NB-22_S
Lb_gallinarum_DSM_10532_S	5242	:CHRSM	Lb_gallinarum_DSM_10532_S
Lb_gallinarum_HFD4_C	5242	:CHRSM	Lb_gallinarum_HFD4_C
Lb_gasseri_1001175B_160314_D8_S	1596	:CHRSM	Lb_gasseri_1001175B_160314_D8_S
Lb_gasseri_1001175st1_D8_S	1596	:CHRSM	Lb_gasseri_1001175st1_D8_S
Lb_gasseri_1001285H_161024_C10_S	1596	:CHRSM	Lb_gasseri_1001285H_161024_C10_S
Lb_gasseri_497_LGAS_S	1596	:CHRSM	Lb_gasseri_497_LGAS_S
Lb_gasseri_4M13_C	1596	:CHRSM	Lb_gasseri_4M13_C
Lb_gasseri_770_LJOH_S	1596	:CHRSM	Lb_gasseri_770_LJOH_S
Lb_gasseri_AL3_S	1596	:CHRSM	Lb_gasseri_AL3_S
Lb_gasseri_AL5_S	1596	:CHRSM	Lb_gasseri_AL5_S
Lb_gasseri_ATCC_33323_C	1596	:CHRSM	Lb_gasseri_ATCC_33323_C
Lb_gasseri_DSM_14869_C	1596	:CHRSM	Lb_gasseri_DSM_14869_C
Lb_gasseri_EJL_C	1596	:CHRSM	Lb_gasseri_EJL_C
Lb_gasseri_MGYG-HGUT-02387_C	1596	:CHRSM	Lb_gasseri_MGYG-HGUT-02387_C
Lb_gasseri_MGYG-HGUT-03690_S	1596	:CHRSM	Lb_gasseri_MGYG-HGUT-03690_S
Lb_gasseri_MV-22_S	1596	:CHRSM	Lb_gasseri_MV-22_S
Lb_gasseri_PSS7772D_S	1596	:CHRSM	Lb_gasseri_PSS7772D_S
Lb_gasseri_SJ-9E-US_S	1596	:CHRSM	Lb_gasseri_SJ-9E-US_S
Lb_gasseri_SV-16A-US_S	1596	:CHRSM	Lb_gasseri_SV-16A-US_S
Lb_gasseri_TF08-1_S	1596	:CHRSM	Lb_gasseri_TF08-1_S
Lb_gasseri_UMB0607_S	1596	:CHRSM	Lb_gasseri_UMB0607_S
Lb_gasseri_UMB0670_S	1596	:CHRSM	Lb_gasseri_UMB0670_S
Lb_gasseri_UMB3077_S	1596	:CHRSM	Lb_gasseri_UMB3077_S
Lb_helveticus_ATCC_12046_S	1587	:CHRSM	Lb_helveticus_ATCC_12046_S
Lb_helveticus_CAUH18_C	1587	:CHRSM	Lb_helveticus_CAUH18_C
Lb_helveticus_CGMCC_1-1877_S	1587	:CHRSM	Lb_helveticus_CGMCC_1-1877_S
Lb_helveticus_CIRM-BIA_103_S	1587	:CHRSM	Lb_helveticus_CIRM-BIA_103_S
Lb_helveticus_CIRM-BIA_104_S	1587	:CHRSM	Lb_helveticus_CIRM-BIA_104_S
Lb_helveticus_CIRM-BIA_951_S	1587	:CHRSM	Lb_helveticus_CIRM-BIA_951_S
Lb_helveticus_CNRZ1094_P	1587	:CHRSM	Lb_helveticus_CNRZ1094_P
Lb_helveticus_CNRZ1095_P	1587	:CHRSM	Lb_helveticus_CNRZ1095_P
Lb_helveticus_CNRZ1102_P	1587	:CHRSM	Lb_helveticus_CNRZ1102_P
Lb_helveticus_CNRZ1117_P	1587	:CHRSM	Lb_helveticus_CNRZ1117_P
Lb_helveticus_CNRZ1148_P	1587	:CHRSM	Lb_helveticus_CNRZ1148_P
Lb_helveticus_CNRZ1317_P	1587	:CHRSM	Lb_helveticus_CNRZ1317_P
Lb_helveticus_CNRZ223_P	1587	:CHRSM	Lb_helveticus_CNRZ223_P
Lb_helveticus_CNRZ241_P	1587	:CHRSM	Lb_helveticus_CNRZ241_P
Lb_helveticus_CNRZ328_P	1587	:CHRSM	Lb_helveticus_CNRZ328_P
Lb_helveticus_CNRZ32LRTL_P	1587	:CHRSM	Lb_helveticus_CNRZ32LRTL_P
Lb_helveticus_CNRZ32_C	1587	:CHRSM	Lb_helveticus_CNRZ32_C
Lb_helveticus_CNRZ414TL_P	1587	:CHRSM	Lb_helveticus_CNRZ414TL_P
Lb_helveticus_CNRZ414_P	1587	:CHRSM	Lb_helveticus_CNRZ414_P
Lb_helveticus_CNRZ450_P	1587	:CHRSM	Lb_helveticus_CNRZ450_P
Lb_helveticus_CNRZ67_P	1587	:CHRSM	Lb_helveticus_CNRZ67_P
Lb_helveticus_CNRZ762_P	1587	:CHRSM	Lb_helveticus_CNRZ762_P
Lb_helveticus_CNRZ830_P	1587	:CHRSM	Lb_helveticus_CNRZ830_P
Lb_helveticus_CNRZ834_P	1587	:CHRSM	Lb_helveticus_CNRZ834_P
Lb_helveticus_CP615LRTL_P	1587	:CHRSM	Lb_helveticus_CP615LRTL_P
Lb_helveticus_D76_C	1587	:CHRSM	Lb_helveticus_D76_C
Lb_helveticus_DLBSA201_S	1587	:CHRSM	Lb_helveticus_DLBSA201_S
Lb_helveticus_DLBSA202_S	1587	:CHRSM	Lb_helveticus_DLBSA202_S
Lb_helveticus_DPC_4571_C	1587	:CHRSM	Lb_helveticus_DPC_4571_C
Lb_helveticus_DSM_20075_S	1587	:CHRSM	Lb_helveticus_DSM_20075_S
Lb_helveticus_FAM13019_S	1587	:CHRSM	Lb_helveticus_FAM13019_S
Lb_helveticus_FAM1450_S	1587	:CHRSM	Lb_helveticus_FAM1450_S
Lb_helveticus_FAM19188_S	1587	:CHRSM	Lb_helveticus_FAM19188_S
Lb_helveticus_FAM21493_S	1587	:CHRSM	Lb_helveticus_FAM21493_S
Lb_helveticus_FAM22076_S	1587	:CHRSM	Lb_helveticus_FAM22076_S
Lb_helveticus_FAM22155_C	1587	:CHRSM	Lb_helveticus_FAM22155_C
Lb_helveticus_FAM23285_S	1587	:CHRSM	Lb_helveticus_FAM23285_S
